signing_date,signer,citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,start_page,title,disposition_notes,executive_order_number
7/19/18,Trump,83 FR 35099,2018-15955,35103,https://www.federalregister.gov/documents/2018/07/24/2018-15955/establishing-the-presidents-national-council-for-the-american-worker,https://www.govinfo.gov/content/pkg/FR-2018-07-24/pdf/2018-15955.pdf,Presidential Document,Executive Order,7/24/18,35099,Establishing the President's National Council for the American Worker,"See: EO 13801, June 15, 2017",13845
7/11/18,Trump,83 FR 33115,2018-15299,33117,https://www.federalregister.gov/documents/2018/07/16/2018-15299/establishment-of-the-task-force-on-market-integrity-and-consumer-fraud,https://www.govinfo.gov/content/pkg/FR-2018-07-16/pdf/2018-15299.pdf,Presidential Document,Executive Order,7/16/18,33115,Establishment of the Task Force on Market Integrity and Consumer Fraud,"Revokes: EO 13519, November 17, 2009",13844
7/10/18,Trump,83 FR 32753,2018-15195,32754,https://www.federalregister.gov/documents/2018/07/13/2018-15195/establishing-an-exception-to-competitive-examining-rules-for-appointment-to-certain-positions-in-the,https://www.govinfo.gov/content/pkg/FR-2018-07-13/pdf/2018-15195.pdf,Presidential Document,Executive Order,7/13/18,32753,"Establishing an Exception to Competitive Examining Rules for Appointment to Certain Positions in the United States Marshals Service, Department of Justice",,13842
7/10/18,Trump,83 FR 32755,2018-15202,32758,https://www.federalregister.gov/documents/2018/07/13/2018-15202/excepting-administrative-law-judges-from-the-competitive-service,https://www.govinfo.gov/content/pkg/FR-2018-07-13/pdf/2018-15202.pdf,Presidential Document,Executive Order,7/13/18,32755,Excepting Administrative Law Judges From the Competitive Service,,13843
6/22/18,Trump,83 FR 29435,2018-13696,29436,https://www.federalregister.gov/documents/2018/06/25/2018-13696/affording-congress-an-opportunity-to-address-family-separation,https://www.govinfo.gov/content/pkg/FR-2018-06-25/pdf/2018-13696.pdf,Presidential Document,Executive Order,6/25/18,29435,Affording Congress an Opportunity To Address Family Separation,,13841
6/19/18,Trump,83 FR 29431,2018-13640,29434,https://www.federalregister.gov/documents/2018/06/22/2018-13640/ocean-policy-to-advance-the-economic-security-and-environmental-interests-of-the-united-states,https://www.govinfo.gov/content/pkg/FR-2018-06-22/pdf/2018-13640.pdf,Presidential Document,Executive Order,6/22/18,29431,"Ocean Policy To Advance the Economic, Security, and Environmental Interests of the United States",,13840
5/25/18,Trump,83 FR 25329,2018-11913,25334,https://www.federalregister.gov/documents/2018/06/01/2018-11913/developing-efficient-effective-and-cost--reducing-approaches-to-federal-sector-collective-bargaining,https://www.govinfo.gov/content/pkg/FR-2018-06-01/pdf/2018-11913.pdf,Presidential Document,Executive Order,6/1/18,25329,"Developing Efficient, Effective, and Cost- Reducing Approaches To Federal Sector Collective Bargaining","See: EO 12871, October 1, 1993; EO 13522, December 9, 2009",13836
5/25/18,Trump,83 FR 25335,2018-11916,25340,https://www.federalregister.gov/documents/2018/06/01/2018-11916/ensuring-transparency-accountability-and-efficiency-in-taxpayer-funded-union-time-use,https://www.govinfo.gov/content/pkg/FR-2018-06-01/pdf/2018-11916.pdf,Presidential Document,Executive Order,6/1/18,25335,"Ensuring Transparency, Accountability, and Efficiency in Taxpayer-Funded Union Time Use","See: EO 13836, May 25, 2018",13837
5/25/18,Trump,83 FR 25341,2018-11936,25342,https://www.federalregister.gov/documents/2018/06/01/2018-11936/exemption-from-executive-order-13658-for-recreational-services-on-federal-lands,https://www.govinfo.gov/content/pkg/FR-2018-06-01/pdf/2018-11936.pdf,Presidential Document,Executive Order,6/1/18,25341,Exemption From Executive Order 13658 for Recreational Services on Federal Lands,"Amends: EO 13658, February 12, 2014",13838
5/25/18,Trump,83 FR 25343,2018-11939,25347,https://www.federalregister.gov/documents/2018/06/01/2018-11939/promoting-accountability-and-streamlining-removal-procedures-consistent-with-merit-system-principles,https://www.govinfo.gov/content/pkg/FR-2018-06-01/pdf/2018-11939.pdf,Presidential Document,Executive Order,6/1/18,25343,Promoting Accountability and Streamlining Removal Procedures Consistent With Merit System Principles,,13839
5/21/18,Trump,83 FR 24001,2018-11335,24002,https://www.federalregister.gov/documents/2018/05/24/2018-11335/prohibiting-certain-additional-transactions-with-respect-to-venezuela,https://www.govinfo.gov/content/pkg/FR-2018-05-24/pdf/2018-11335.pdf,Presidential Document,Executive Order,5/24/18,24001,Prohibiting Certain Additional Transactions With Respect to Venezuela,"See: EO 13692, March 8, 2015; EO 13808, August 24, 2017; EO 13827, March 19, 2018",13835
5/17/18,Trump,83 FR 23771,2018-11101,23774,https://www.federalregister.gov/documents/2018/05/22/2018-11101/efficient-federal-operations,https://www.govinfo.gov/content/pkg/FR-2018-05-22/pdf/2018-11101.pdf,Presidential Document,Executive Order,5/22/18,23771,Efficient Federal Operations,"Revokes:  EO 13693, March 19, 2015",13834
5/15/18,Trump,83 FR 23345,2018-10855,23348,https://www.federalregister.gov/documents/2018/05/18/2018-10855/enhancing-the-effectiveness-of-agency-chief-information-officers,https://www.govinfo.gov/content/pkg/FR-2018-05-18/pdf/2018-10855.pdf,Presidential Document,Executive Order,5/18/18,23345,Enhancing the Effectiveness of Agency Chief Information Officers,"See: EO 13781, March 13, 2017; EO 13800, May 11, 2017",13833
5/9/18,Trump,83 FR 22343,2018-10403,22345,https://www.federalregister.gov/documents/2018/05/14/2018-10403/enhancing-noncompetitive-civil-service-appointments-of-military-spouses,https://www.govinfo.gov/content/pkg/FR-2018-05-14/pdf/2018-10403.pdf,Presidential Document,Executive Order,5/14/18,22343,Enhancing Noncompetitive Civil Service Appointments of Military Spouses,,13832
5/3/18,Trump,83 FR 20715,2018-09895,20717,https://www.federalregister.gov/documents/2018/05/08/2018-09895/establishment-of-a-white-house-faith-and-opportunity-initiative,https://www.govinfo.gov/content/pkg/FR-2018-05-08/pdf/2018-09895.pdf,Presidential Document,Executive Order,5/8/18,20715,Establishment of a White House Faith and Opportunity Initiative,"See: EO 13798, May 4, 2017; Amends: EO 13198, January 29, 2001, EO 13280, December 12, 2002; EO 13342, June 1, 2004; EO 13397, March 7, 2006; EO 13359, November 17, 2010; Revokes: EO 13199, January 29, 2001, EO 13498,February 5, 2009",13831
4/20/18,Trump,83 FR 18191,2018-08883,18194,https://www.federalregister.gov/documents/2018/04/25/2018-08883/delegation-of-authority-to-approve-certain-military-decorations,https://www.govinfo.gov/content/pkg/FR-2018-04-25/pdf/2018-08883.pdf,Presidential Document,Executive Order,4/25/18,18191,Delegation of Authority To Approve Certain Military Decorations,"Supersedes: 4601, March 1, 1927; EO 9260, October 29, 1942; See: Proclamation 2714, December 31, 1946",13830
4/12/18,Trump,83 FR 17281,2018-08272,17283,https://www.federalregister.gov/documents/2018/04/18/2018-08272/task-force-on-the-united-states-postal-system,https://www.govinfo.gov/content/pkg/FR-2018-04-18/pdf/2018-08272.pdf,Presidential Document,Executive Order,4/18/18,17281,Task Force on the United States Postal System,"See: EO 13781, March 13, 2017",13829
4/10/18,Trump,83 FR 15941,2018-07874,15944,https://www.federalregister.gov/documents/2018/04/13/2018-07874/reducing-poverty-in-america-by-promoting-opportunity-and-economic-mobility,https://www.govinfo.gov/content/pkg/FR-2018-04-13/pdf/2018-07874.pdf,Presidential Document,Executive Order,4/13/18,15941,Reducing Poverty in America by Promoting Opportunity and Economic Mobility,,13828
3/19/18,Trump,83 FR 12469,2018-05916,12470,https://www.federalregister.gov/documents/2018/03/21/2018-05916/taking-additional-steps-to-address-the-situation-in-venezuela,https://www.govinfo.gov/content/pkg/FR-2018-03-21/pdf/2018-05916.pdf,Presidential Document,Executive Order,3/21/18,12469,Taking Additional Steps to Address the Situation in Venezuela,"See: EO 13692, March 8, 2015; EO 13808, August 24, 2017",13827
3/7/18,Trump,83 FR 10771,2018-05113,10774,https://www.federalregister.gov/documents/2018/03/12/2018-05113/federal-interagency-council-on-crime-prevention-and-improving-reentry,https://www.govinfo.gov/content/pkg/FR-2018-03-12/pdf/2018-05113.pdf,Presidential Document,Executive Order,3/12/18,10771,Federal Interagency Council on Crime Prevention and Improving Reentry,,13826
3/1/18,Trump,83 FR 9889,2018-04860,10353,https://www.federalregister.gov/documents/2018/03/08/2018-04860/2018-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2018-03-08/pdf/2018-04860.pdf,Presidential Document,Executive Order,3/8/18,9889,"2018 Amendments to the Manual for Courts-Martial, United States","See: EO 12473, April 13, 1984",13825
2/26/18,Trump,83 FR 8923,2018-04414,8925,https://www.federalregister.gov/documents/2018/03/02/2018-04414/presidents-council-on-sports-fitness-and-nutrition,https://www.govinfo.gov/content/pkg/FR-2018-03-02/pdf/2018-04414.pdf,Presidential Document,Executive Order,3/2/18,8923,"President's Council on Sports, Fitness, and Nutrition","Revokes: EO 13545, June 22, 2010; Amends: EO 13265, June 6, 2002; See: EO 10830, July 24, 1959",13824
1/30/18,Trump,83 FR 4831,2018-02261,4832,https://www.federalregister.gov/documents/2018/02/02/2018-02261/protecting-america-through-lawful-detention-of-terrorists,https://www.govinfo.gov/content/pkg/FR-2018-02-02/pdf/2018-02261.pdf,Presidential Document,Executive Order,2/2/18,4831,Protecting America Through Lawful Detention of Terrorists,"Revokes: EO 13492, January 22, 2009; See: EO 13567, March 7, 2011",13823
1/9/18,Trump,83 FR 1513,2018-00630,1514,https://www.federalregister.gov/documents/2018/01/12/2018-00630/supporting-our-veterans-during-their-transition-from-uniformed-service-to-civilian-life,https://www.govinfo.gov/content/pkg/FR-2018-01-12/pdf/2018-00630.pdf,Presidential Document,Executive Order,1/12/18,1513,Supporting Our Veterans During Their Transition From Uniformed Service to Civilian Life,,13822
1/8/18,Trump,83 FR 1507,2018-00553,1509,https://www.federalregister.gov/documents/2018/01/11/2018-00553/streamlining-and-expediting-requests-to-locate-broadband-facilities-in-rural-america,https://www.govinfo.gov/content/pkg/FR-2018-01-11/pdf/2018-00553.pdf,Presidential Document,Executive Order,1/11/18,1507,Streamlining and Expediting Requests To Locate Broadband Facilities in Rural America,"See: EO 13327, February 4, 2004",13821
1/3/18,Trump,83 FR 969,2018-00240,969,https://www.federalregister.gov/documents/2018/01/08/2018-00240/termination-of-presidential-advisory-commission-on-election-integrity,https://www.govinfo.gov/content/pkg/FR-2018-01-08/pdf/2018-00240.pdf,Presidential Document,Executive Order,1/8/18,969,Termination of Presidential Advisory Commission on Election Integrity,"Revokes: EO 13799, May 11, 2017",13820
12/22/17,Trump,82 FR 61431,2017-28160,61442,https://www.federalregister.gov/documents/2017/12/27/2017-28160/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2017-12-27/pdf/2017-28160.pdf,Presidential Document,Executive Order,12/27/17,61431,Adjustments of Certain Rates of Pay,"Supersedes: EO 13756, December 27, 2016",13819
12/20/17,Trump,82 FR 60835,2017-27899,60837,https://www.federalregister.gov/documents/2017/12/26/2017-27899/a-federal-strategy-to-ensure-secure-and-reliable-supplies-of-critical-minerals,https://www.govinfo.gov/content/pkg/FR-2017-12-26/pdf/2017-27899.pdf,Presidential Document,Executive Order,12/26/17,60835,A Federal Strategy To Ensure Secure and Reliable Supplies of Critical Minerals,"See: EO 13771, January 30, 2017; EO 13783, March 28, 2017; EO 13807, August 15, 2017; EO 12866, September 30, 1993",13817
12/20/17,Trump,82 FR 60839,2017-27925,60843,https://www.federalregister.gov/documents/2017/12/26/2017-27925/blocking-the-property-of-persons-involved-in-serious-human-rights-abuse-or-corruption,https://www.govinfo.gov/content/pkg/FR-2017-12-26/pdf/2017-27925.pdf,Presidential Document,Executive Order,12/26/17,60839,Blocking the Property of Persons Involved in Serious Human Rights Abuse or Corruption,,13818
12/8/17,Trump,82 FR 58701,2017-27034,58703,https://www.federalregister.gov/documents/2017/12/13/2017-27034/revising-the-seal-for-the-national-credit-union-administration,https://www.govinfo.gov/content/pkg/FR-2017-12-13/pdf/2017-27034.pdf,Presidential Document,Executive Order,12/13/17,58701,Revising the Seal for the National Credit Union Administration,"Revokes: EO 11580, January 20, 1971",13816
10/24/17,Trump,82 FR 50055,2017-23630,50058,https://www.federalregister.gov/documents/2017/10/27/2017-23630/resuming-the-united-states-refugee-admissions-program-with-enhanced-vetting-capabilities,https://www.govinfo.gov/content/pkg/FR-2017-10-27/pdf/2017-23630.pdf,Presidential Document,Executive Order,10/27/17,50055,Resuming the United States Refugee Admissions Program With Enhanced Vetting Capabilities,"See: EO 13815, October 24, 2017",13815
10/20/17,Trump,82 FR 49273,2017-23270,49274,https://www.federalregister.gov/documents/2017/10/24/2017-23270/amending-executive-order-13223,https://www.govinfo.gov/content/pkg/FR-2017-10-24/pdf/2017-23270.pdf,Presidential Document,Executive Order,10/24/17,49273,Amending Executive Order 13223,"Amends:  EO 13223, September 14, 2001",13814
10/12/17,Trump,82 FR 48385,2017-22677,48387,https://www.federalregister.gov/documents/2017/10/17/2017-22677/promoting-healthcare-choice-and-competition-across-the-united-states,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22677.pdf,Presidential Document,Executive Order,10/17/17,48385,Promoting Healthcare Choice and Competition Across the United States,,13813
9/29/17,Trump,82 FR 46363,2017-21555,46365,https://www.federalregister.gov/documents/2017/10/04/2017-21555/continuance-of-certain-federal-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2017-10-04/pdf/2017-21555.pdf,Presidential Document,Executive Order,10/4/17,46363,Continuance of Certain Federal Advisory Committees,"Supersedes: EO 13708, September 30, 2015 Revokes: EO 13805, July 19, 2017",13811
9/29/17,Trump,82 FR 46367,2017-21559,46368,https://www.federalregister.gov/documents/2017/10/04/2017-21559/revocation-of-executive-order-creating-labor--management-forums,https://www.govinfo.gov/content/pkg/FR-2017-10-04/pdf/2017-21559.pdf,Presidential Document,Executive Order,10/4/17,46367,Revocation of Executive Order Creating Labor- Management Forums,"Revokes: EO 13522, December 9, 2009; Executive Order 13708 of September 30, 2015",13812
9/20/17,Trump,82 FR 44705,2017-20647,44709,https://www.federalregister.gov/documents/2017/09/25/2017-20647/imposing-additional-sanctions-with-respect-to-north-korea,https://www.govinfo.gov/content/pkg/FR-2017-09-25/pdf/2017-20647.pdf,Presidential Document,Executive Order,9/25/17,44705,Imposing Additional Sanctions With Respect to North Korea,"See: EO 13466, June 26, 2008; EO 13551,  August 30, 2010; EO 13687, January 2, 2015; EO 13722, March 15, 2016; EO 13382, June 28, 2005",13810
8/28/17,Trump,82 FR 41499,2017-18679,41500,https://www.federalregister.gov/documents/2017/08/31/2017-18679/restoring-state-tribal-and-local-law-enforcements-access-to-life-saving-equipment-and-resources,https://www.govinfo.gov/content/pkg/FR-2017-08-31/pdf/2017-18679.pdf,Presidential Document,Executive Order,8/31/17,41499,"Restoring State, Tribal, and Local Law Enforcement's Access to Life-Saving Equipment and Resources","Revokes:  EO 13688, January 16, 2015",13809
8/24/17,Trump,82 FR 41155,2017-18468,41156,https://www.federalregister.gov/documents/2017/08/29/2017-18468/imposing-additional-sanctions-with-respect-to-the-situation-in-venezuela,https://www.govinfo.gov/content/pkg/FR-2017-08-29/pdf/2017-18468.pdf,Presidential Document,Executive Order,8/29/17,41155,Imposing Additional Sanctions With Respect to the Situation in Venezuela,"See: EO 13692, March 8, 2015",13808
8/15/17,Trump,82 FR 40463,2017-18134,40469,https://www.federalregister.gov/documents/2017/08/24/2017-18134/establishing-discipline-and-accountability-in-the-environmental-review-and-permitting-process-for,https://www.govinfo.gov/content/pkg/FR-2017-08-24/pdf/2017-18134.pdf,Presidential Document,Executive Order,8/24/17,40463,Establishing Discipline and Accountability in the Environmental Review and Permitting Process for Infrastructure Projects,"Revokes: EO 13690, January 30, 2015
See: EO 13766, January 24, 2017; EO 13781, March 13, 2017; EO 13817, December 20, 2017",13807
7/21/17,Trump,82 FR 34597,2017-15860,34599,https://www.federalregister.gov/documents/2017/07/26/2017-15860/assessing-and-strengthening-the-manufacturing-and-defense-industrial-base-and-supply-chain,https://www.govinfo.gov/content/pkg/FR-2017-07-26/pdf/2017-15860.pdf,Presidential Document,Executive Order,7/26/17,34597,Assessing and Strengthening the Manufacturing and Defense Industrial Base and Supply Chain Resiliency of the United States,,13806
7/19/17,Trump,82 FR 34383,2017-15680,34385,https://www.federalregister.gov/documents/2017/07/25/2017-15680/establishing-a-presidential-advisory-council-on-infrastructure,https://www.govinfo.gov/content/pkg/FR-2017-07-25/pdf/2017-15680.pdf,Presidential Document,Executive Order,7/25/17,34383,Establishing a Presidential Advisory Council on Infrastructure,"Revoked by: EO 13811, September 29, 2017",13805
7/11/17,Trump,82 FR 32611,2017-14992,32612,https://www.federalregister.gov/documents/2017/07/14/2017-14992/allowing-additional-time-for-recognizing-positive-actions-by-the-government-of-sudan-and-amending,https://www.govinfo.gov/content/pkg/FR-2017-07-14/pdf/2017-14992.pdf,Presidential Document,Executive Order,7/14/17,32611,Allowing Additional Time for Recognizing Positive Actions by the Government of Sudan and Amending Executive Order 13761,"Amends: EO 13761, January 13, 2017
See: EO 13067, November 3, 1997; EO 13412, October 13, 2006 EO 13761 of January 13, 2017",13804
6/30/17,Trump,82 FR 31429,2017-14378,31432,https://www.federalregister.gov/documents/2017/07/07/2017-14378/reviving-the-national-space-council,https://www.govinfo.gov/content/pkg/FR-2017-07-07/pdf/2017-14378.pdf,Presidential Document,Executive Order,7/7/17,31429,Reviving the National Space Council,"Supersedes: EO 12675, April 20, 1989",13803
6/21/17,Trump,82 FR 28747,2017-13458,28748,https://www.federalregister.gov/documents/2017/06/26/2017-13458/amending-executive-order-13597,https://www.govinfo.gov/content/pkg/FR-2017-06-26/pdf/2017-13458.pdf,Presidential Document,Executive Order,6/26/17,28747,Amending Executive Order 13597,"Amends:  EO 13597, January 19, 2012",13802
6/15/17,Trump,82 FR 28229,2017-13012,28232,https://www.federalregister.gov/documents/2017/06/20/2017-13012/expanding-apprenticeships-in-america,https://www.govinfo.gov/content/pkg/FR-2017-06-20/pdf/2017-13012.pdf,Presidential Document,Executive Order,6/20/17,28229,Expanding Apprenticeships in America,,13801
5/11/17,Trump,82 FR 22389,2017-10003,22390,https://www.federalregister.gov/documents/2017/05/16/2017-10003/establishment-of-presidential-advisory-commission-on-election-integrity,https://www.govinfo.gov/content/pkg/FR-2017-05-16/pdf/2017-10003.pdf,Presidential Document,Executive Order,5/16/17,22389,Establishment of Presidential Advisory Commission on Election Integrity,,13799
5/11/17,Trump,82 FR 22391,2017-10004,22397,https://www.federalregister.gov/documents/2017/05/16/2017-10004/strengthening-the-cybersecurity-of-federal-networks-and-critical-infrastructure,https://www.govinfo.gov/content/pkg/FR-2017-05-16/pdf/2017-10004.pdf,Presidential Document,Executive Order,5/16/17,22391,Strengthening the Cybersecurity of Federal Networks and Critical Infrastructure,"See: EO 13636, February 12, 2013",13800
5/4/17,Trump,82 FR 21675,2017-09574,21676,https://www.federalregister.gov/documents/2017/05/09/2017-09574/promoting-free-speech-and-religious-liberty,https://www.govinfo.gov/content/pkg/FR-2017-05-09/pdf/2017-09574.pdf,Presidential Document,Executive Order,5/9/17,21675,Promoting Free Speech and Religious Liberty,,13798
4/29/17,Trump,82 FR 20819,2017-09156,20820,https://www.federalregister.gov/documents/2017/05/04/2017-09156/addressing-trade-agreement-violations-and-abuses,https://www.govinfo.gov/content/pkg/FR-2017-05-04/pdf/2017-09156.pdf,Presidential Document,Executive Order,5/4/17,20819,Addressing Trade Agreement Violations and Abuses,,13796
4/29/17,Trump,82 FR 20821,2017-09161,20822,https://www.federalregister.gov/documents/2017/05/04/2017-09161/establishment-of-office-of-trade-and-manufacturing-policy,https://www.govinfo.gov/content/pkg/FR-2017-05-04/pdf/2017-09161.pdf,Presidential Document,Executive Order,5/4/17,20821,Establishment of Office of Trade and Manufacturing Policy,"See: EO 13788, April 18, 2017",13797
4/28/17,Trump,82 FR 20811,2017-09083,20813,https://www.federalregister.gov/documents/2017/05/03/2017-09083/establishment-of-the-american-technology-council,https://www.govinfo.gov/content/pkg/FR-2017-05-03/pdf/2017-09083.pdf,Presidential Document,Executive Order,5/3/17,20811,Establishment of the American Technology Council,,13794
4/28/17,Trump,82 FR 20815,2017-09087,20818,https://www.federalregister.gov/documents/2017/05/03/2017-09087/implementing-an-america-first-offshore-energy-strategy,https://www.govinfo.gov/content/pkg/FR-2017-05-03/pdf/2017-09087.pdf,Presidential Document,Executive Order,5/3/17,20815,Implementing an America-First Offshore Energy Strategy,"Revokes: EO 13754, December 9, 2016",13795
4/27/17,Trump,82 FR 20539,2017-08990,20540,https://www.federalregister.gov/documents/2017/05/02/2017-08990/improving-accountability-and-whistleblower-protection-at-the-department-of-veterans-affairs,https://www.govinfo.gov/content/pkg/FR-2017-05-02/pdf/2017-08990.pdf,Presidential Document,Executive Order,5/2/17,20539,Improving Accountability and Whistleblower Protection at the Department of Veterans Affairs,,13793
4/26/17,Trump,82 FR 20427,2017-08905,20428,https://www.federalregister.gov/documents/2017/05/01/2017-08905/enforcing-statutory-prohibitions-on-federal-control-of-education,https://www.govinfo.gov/content/pkg/FR-2017-05-01/pdf/2017-08905.pdf,Presidential Document,Executive Order,5/1/17,20427,Enforcing Statutory Prohibitions on Federal Control of Education,,13791
4/26/17,Trump,82 FR 20429,2017-08908,20431,https://www.federalregister.gov/documents/2017/05/01/2017-08908/review-of-designations-under-the-antiquities-act,https://www.govinfo.gov/content/pkg/FR-2017-05-01/pdf/2017-08908.pdf,Presidential Document,Executive Order,5/1/17,20429,Review of Designations Under the Antiquities Act,,13792
4/25/17,Trump,82 FR 20237,2017-08818,20239,https://www.federalregister.gov/documents/2017/04/28/2017-08818/promoting-agriculture-and-rural-prosperity-in-america,https://www.govinfo.gov/content/pkg/FR-2017-04-28/pdf/2017-08818.pdf,Presidential Document,Executive Order,4/28/17,20237,Promoting Agriculture and Rural Prosperity in America,"See: EO 13771, January 30, 2017; EO 13778, February 28, 2017; EO 13783, March 28, 2017
Revokes: EO 13575, June 9, 2011",13790
4/21/17,Trump,82 FR 19317,2017-08586,19318,https://www.federalregister.gov/documents/2017/04/26/2017-08586/identifying-and-reducing-tax-regulatory-burdens,https://www.govinfo.gov/content/pkg/FR-2017-04-26/pdf/2017-08586.pdf,Presidential Document,Executive Order,4/26/17,19317,Identifying and Reducing Tax Regulatory Burdens,"See: EO 12866, September 30, 1993",13789
4/18/17,Trump,82 FR 18837,2017-08311,18839,https://www.federalregister.gov/documents/2017/04/21/2017-08311/buy-american-and-hire-american,https://www.govinfo.gov/content/pkg/FR-2017-04-21/pdf/2017-08311.pdf,Presidential Document,Executive Order,4/21/17,18837,Buy American and Hire American,"See: EO 13797, April 29, 2017",13788
3/31/17,Trump,82 FR 16719,2017-06967,16720,https://www.federalregister.gov/documents/2017/04/05/2017-06967/establishing-enhanced-collection-and-enforcement-of-antidumping-and-countervailing-duties-and,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06967.pdf,Presidential Document,Executive Order,4/5/17,16719,Establishing Enhanced Collection and Enforcement of Antidumping and Countervailing Duties and Violations of Trade and Customs Laws,,13785
3/31/17,Trump,82 FR 16721,2017-06968,16722,https://www.federalregister.gov/documents/2017/04/05/2017-06968/omnibus-report-on-significant-trade-deficits,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06968.pdf,Presidential Document,Executive Order,4/5/17,16721,Omnibus Report on Significant Trade Deficits,,13786
3/31/17,Trump,82 FR 16723,2017-06971,16724,https://www.federalregister.gov/documents/2017/04/05/2017-06971/providing-an-order-of-succession-within-the-department-of-justice,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06971.pdf,Presidential Document,Executive Order,4/5/17,16723,Providing an Order of Succession Within the Department of Justice,"Revokes: EO 13775, February 9, 2017",13787
3/29/17,Trump,82 FR 16283,2017-06716,16285,https://www.federalregister.gov/documents/2017/04/03/2017-06716/establishing-the-presidents-commission-on-combating-drug-addiction-and-the-opioid-crisis,https://www.govinfo.gov/content/pkg/FR-2017-04-03/pdf/2017-06716.pdf,Presidential Document,Executive Order,4/3/17,16283,Establishing the President's Commission on Combating Drug Addiction and the Opioid Crisis,,13784
3/28/17,Trump,82 FR 16093,2017-06576,16097,https://www.federalregister.gov/documents/2017/03/31/2017-06576/promoting-energy-independence-and-economic-growth,https://www.govinfo.gov/content/pkg/FR-2017-03-31/pdf/2017-06576.pdf,Presidential Document,Executive Order,3/31/17,16093,Promoting Energy Independence and Economic Growth,"Revokes: EO 13653, November 1, 2013
See: EO 13790, April 25, 2017; EO 13817, December 20, 2017",13783
3/27/17,Trump,82 FR 15607,2017-06382,15607,https://www.federalregister.gov/documents/2017/03/30/2017-06382/revocation-of-federal-contracting-executive-orders,https://www.govinfo.gov/content/pkg/FR-2017-03-30/pdf/2017-06382.pdf,Presidential Document,Executive Order,3/30/17,15607,Revocation of Federal Contracting Executive Orders,"Revokes: EO 13673, July 31, 2014; EO 13738, August 23, 2016
Revokes in part: EO 13683, December 11, 2014
See: EO 13771, January 30, 2017",13782
3/13/17,Trump,82 FR 13959,2017-05399,13960,https://www.federalregister.gov/documents/2017/03/16/2017-05399/comprehensive-plan-for-reorganizing-the-executive-branch,https://www.govinfo.gov/content/pkg/FR-2017-03-16/pdf/2017-05399.pdf,Presidential Document,Executive Order,3/16/17,13959,Comprehensive Plan for Reorganizing the Executive Branch,"See: EO 13807, August 15, 2017",13781
3/6/17,Trump,82 FR 13209,2017-04837,13219,https://www.federalregister.gov/documents/2017/03/09/2017-04837/protecting-the-nation-from-foreign-terrorist-entry-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2017-03-09/pdf/2017-04837.pdf,Presidential Document,Executive Order,3/9/17,13209,Protecting the Nation From Foreign Terrorist Entry Into the United States,"See: EO 13769, January 27, 2017; EO 13815, October 24, 2017",13780
2/28/17,Trump,82 FR 12497,2017-04353,12498,https://www.federalregister.gov/documents/2017/03/03/2017-04353/restoring-the-rule-of-law-federalism-and-economic-growth-by-reviewing-the-waters-of-the-united,https://www.govinfo.gov/content/pkg/FR-2017-03-03/pdf/2017-04353.pdf,Presidential Document,Executive Order,3/3/17,12497,"Restoring the Rule of Law, Federalism, and Economic Growth by Reviewing the ``Waters of the United States'' Rule","See: EO 13790 of April 25, 2017",13778
2/28/17,Trump,82 FR 12499,2017-04357,12502,https://www.federalregister.gov/documents/2017/03/03/2017-04357/white-house-initiative-to-promote-excellence-and-innovation-at-historically-black-colleges-and,https://www.govinfo.gov/content/pkg/FR-2017-03-03/pdf/2017-04357.pdf,Presidential Document,Executive Order,3/3/17,12499,White House Initiative To Promote Excellence and Innovation at Historically Black Colleges and Universities,"Revokes: EO 13532, February 26, 2010
Continued by: EO 13811, September 29, 2017",13779
2/24/17,Trump,82 FR 12285,2017-04107,12287,https://www.federalregister.gov/documents/2017/03/01/2017-04107/enforcing-the-regulatory-reform-agenda,https://www.govinfo.gov/content/pkg/FR-2017-03-01/pdf/2017-04107.pdf,Presidential Document,Executive Order,3/1/17,12285,Enforcing the Regulatory Reform Agenda,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011; EO 13771, January 30, 2017",13777
2/9/17,Trump,82 FR 10691,2017-03113,10693,https://www.federalregister.gov/documents/2017/02/14/2017-03113/enforcing-federal-law-with-respect-to-transnational-criminal-organizations-and-preventing,https://www.govinfo.gov/content/pkg/FR-2017-02-14/pdf/2017-03113.pdf,Presidential Document,Executive Order,2/14/17,10691,Enforcing Federal Law With Respect to Transnational Criminal Organizations and Preventing International Trafficking,,13773
2/9/17,Trump,82 FR 10695,2017-03115,10696,https://www.federalregister.gov/documents/2017/02/14/2017-03115/preventing-violence-against-federal-state-tribal-and-local-law-enforcement-officers,https://www.govinfo.gov/content/pkg/FR-2017-02-14/pdf/2017-03115.pdf,Presidential Document,Executive Order,2/14/17,10695,"Preventing Violence Against Federal, State, Tribal, and Local Law Enforcement Officers",,13774
